,Unnamed: 0.1,Unnamed: 0,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Age,Work_Ratio,Loyalty_Ratio,OverTime_Binary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Group_Old,Age_Group_Senior,Age_Group_Young,Income_Level_Low,Income_Level_Medium,Income_Level_Very_High
1827,271,271,47,666,29,4,1,376,1,1,88,3,3,2,11849,10268,1,Y,12,3,4,80,1,10,2,2,10,7,9,9,246.85416666666663,0.2083333333333333,0.9090909090909092,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1837,1279,1279,44,429,1,2,1,1792,3,1,99,3,1,2,2342,11092,1,Y,12,3,3,80,3,6,2,2,5,3,2,3,52.04444444444445,0.1333333333333333,0.7142857142857143,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1489,421,421,29,408,25,5,1,565,3,0,71,2,1,2,2546,18300,5,Y,16,3,2,80,0,6,2,4,2,2,1,1,84.86666666666666,0.2,0.2857142857142857,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1942,234,234,33,813,14,3,1,325,3,1,58,3,1,4,2436,22149,5,Y,13,3,3,80,1,8,2,1,5,4,0,4,71.6470588235294,0.2352941176470588,0.5555555555555556,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1803,568,568,55,725,2,3,1,787,4,1,78,3,5,1,19859,21199,5,Y,13,3,4,80,1,24,2,3,5,2,1,4,354.625,0.4285714285714285,0.2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1565,259,259,31,307,29,2,1,355,3,1,71,2,1,2,3479,11652,0,Y,11,3,2,80,0,6,2,4,5,4,1,4,108.71875,0.1875,0.7142857142857143,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1940,1246,1246,30,600,8,3,1,1747,3,0,66,2,1,4,2180,9732,6,Y,11,3,3,80,1,6,0,2,4,2,1,2,70.3225806451613,0.1935483870967742,0.5714285714285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1015,368,368,40,575,22,2,1,492,3,1,68,2,2,3,6380,6110,2,Y,12,3,1,80,2,8,6,3,6,4,1,0,155.609756097561,0.1951219512195122,0.6666666666666666,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1679,981,981,35,662,18,4,1,1380,4,0,67,3,2,3,4614,23288,0,Y,18,3,3,80,1,5,0,2,4,2,3,2,128.16666666666666,0.1388888888888889,0.6666666666666666,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
959,614,614,26,887,5,2,1,848,3,0,88,2,1,3,2366,20898,1,Y,14,3,1,80,1,8,2,3,8,7,1,7,87.62962962962963,0.2962962962962963,0.8888888888888888,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
1658,731,731,20,1097,11,3,1,1016,4,0,98,2,1,1,2600,18275,1,Y,15,3,1,80,0,1,2,3,1,0,0,0,123.8095238095238,0.0476190476190476,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1736,422,422,19,489,2,2,1,566,1,1,52,2,1,4,2564,18437,1,Y,12,3,3,80,0,1,3,4,1,0,0,0,128.2,0.05,0.5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1808,271,271,47,666,29,4,1,376,1,1,88,3,3,2,11849,10268,1,Y,12,3,4,80,1,10,2,2,10,7,9,9,246.85416666666663,0.2083333333333333,0.9090909090909092,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
705,1016,1016,31,202,8,3,1,1433,1,0,34,2,1,2,1261,22262,1,Y,12,3,3,80,0,1,3,4,1,0,0,0,39.40625,0.03125,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1212,1213,1213,23,427,7,3,1,1702,3,1,99,3,1,4,2275,25103,1,Y,21,4,2,80,1,3,2,3,3,2,0,2,94.79166666666669,0.125,0.75,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1665,1056,1056,28,1496,1,3,1,1486,1,1,92,3,1,3,2909,15747,3,Y,15,3,4,80,1,5,3,4,3,2,1,2,100.3103448275862,0.1724137931034483,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
649,1039,1039,34,1107,9,4,1,1467,1,0,52,3,1,3,2742,3072,1,Y,15,3,4,80,0,2,0,3,2,2,2,2,78.34285714285714,0.0571428571428571,0.6666666666666666,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1407,608,608,55,436,2,1,1,842,3,1,37,3,2,4,5160,21519,4,Y,16,3,3,80,0,12,3,2,9,7,7,3,92.14285714285714,0.2142857142857142,0.6923076923076923,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1405,798,798,33,1017,25,3,1,1108,1,1,55,2,1,2,2313,2993,4,Y,20,4,2,80,0,5,0,3,2,2,2,2,68.02941176470588,0.1470588235294117,0.3333333333333333,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1725,1396,1396,53,1168,24,4,1,1968,1,1,66,3,3,1,10448,5843,6,Y,13,3,2,80,0,15,2,2,2,2,2,2,193.4814814814815,0.2777777777777778,0.125,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1572,792,792,33,827,29,4,1,1101,1,0,54,2,2,3,4508,3129,1,Y,22,4,2,80,0,14,4,3,13,7,3,8,132.58823529411765,0.4117647058823529,0.8666666666666667,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1949,51,51,28,1434,5,4,1,65,3,1,50,3,1,3,3441,11179,1,Y,13,3,3,80,0,2,3,2,2,2,2,2,118.65517241379312,0.0689655172413793,0.6666666666666666,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
737,422,422,19,489,2,2,1,566,1,1,52,2,1,4,2564,18437,1,Y,12,3,3,80,0,1,3,4,1,0,0,0,128.2,0.05,0.5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
317,439,439,31,534,20,3,1,587,1,1,66,3,3,3,9824,22908,3,Y,12,3,1,80,0,12,2,3,1,0,0,0,307.0,0.375,0.0769230769230769,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
956,385,385,30,464,4,3,1,514,3,1,40,3,1,4,2285,3427,9,Y,23,4,3,80,0,3,4,3,1,0,0,0,73.70967741935483,0.0967741935483871,0.25,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1389,439,439,31,534,20,3,1,587,1,1,66,3,3,3,9824,22908,3,Y,12,3,1,80,0,12,2,3,1,0,0,0,307.0,0.375,0.0769230769230769,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1917,589,589,29,805,1,2,1,816,2,0,36,2,1,1,2319,6689,1,Y,11,3,4,80,1,1,1,3,1,0,0,0,77.3,0.0333333333333333,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1193,1326,1326,32,414,2,4,1,1862,3,1,82,2,2,2,9907,26186,7,Y,12,3,3,80,0,7,3,2,2,2,2,2,300.2121212121212,0.2121212121212121,0.25,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1644,323,323,28,1157,2,4,1,440,1,1,84,1,1,4,3464,24737,5,Y,13,3,4,80,0,5,4,2,3,2,2,2,119.44827586206895,0.1724137931034483,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1816,1438,1438,23,638,9,3,1,2023,4,1,33,3,1,1,1790,26956,1,Y,19,3,1,80,1,1,3,2,1,0,1,0,74.58333333333333,0.0416666666666666,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
1737,689,689,20,129,4,3,1,960,1,1,84,3,1,1,2973,13008,1,Y,19,3,2,80,0,1,2,3,1,0,0,0,141.57142857142858,0.0476190476190476,0.5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
60,796,796,25,1219,4,1,1,1106,4,1,32,3,1,4,3691,4605,1,Y,15,3,2,80,1,7,3,4,7,7,5,6,141.96153846153845,0.2692307692307692,0.875,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1802,1223,1223,47,1093,9,3,1,1716,3,1,82,1,4,3,12936,24164,7,Y,11,3,3,80,0,25,3,1,23,5,14,10,269.5,0.5208333333333334,0.8846153846153846,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
224,1354,1354,56,1162,24,2,1,1907,1,1,97,3,1,4,2587,10261,1,Y,16,3,4,80,0,5,3,3,4,2,1,0,45.3859649122807,0.087719298245614,0.6666666666666666,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1438,1339,1339,22,391,7,1,1,1878,4,1,75,3,1,2,2472,26092,1,Y,23,4,1,80,0,1,2,3,1,0,0,0,107.47826086956522,0.0434782608695652,0.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1637,595,595,58,286,2,4,1,825,4,1,31,3,5,2,19246,25761,7,Y,12,3,4,80,0,40,2,3,31,15,13,8,326.20338983050846,0.6779661016949152,0.7560975609756098,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1239,1106,1106,30,740,1,3,1,1562,2,1,64,2,2,1,9714,5323,1,Y,11,3,4,80,1,10,4,3,10,8,6,7,313.35483870967744,0.3225806451612903,0.9090909090909092,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1289,317,317,52,723,8,4,1,433,3,1,85,2,2,2,4941,17747,2,Y,15,3,1,80,0,11,3,2,8,2,7,7,93.22641509433964,0.2075471698113207,0.6666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1721,1313,1313,29,350,13,3,1,1844,1,1,56,2,1,1,2335,3157,4,Y,15,3,4,80,3,4,3,3,2,2,2,0,77.83333333333333,0.1333333333333333,0.4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1557,1039,1039,34,1107,9,4,1,1467,1,0,52,3,1,3,2742,3072,1,Y,15,3,4,80,0,2,0,3,2,2,2,2,78.34285714285714,0.0571428571428571,0.6666666666666666,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1609,317,317,52,723,8,4,1,433,3,1,85,2,2,2,4941,17747,2,Y,15,3,1,80,0,11,3,2,8,2,7,7,93.22641509433964,0.2075471698113207,0.6666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1965,928,928,44,621,15,3,1,1295,1,0,73,3,3,4,7978,14075,1,Y,11,3,4,80,1,10,2,3,10,7,0,5,177.2888888888889,0.2222222222222222,0.9090909090909092,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1696,385,385,30,464,4,3,1,514,3,1,40,3,1,4,2285,3427,9,Y,23,4,3,80,0,3,4,3,1,0,0,0,73.70967741935483,0.0967741935483871,0.25,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1248,589,589,29,805,1,2,1,816,2,0,36,2,1,1,2319,6689,1,Y,11,3,4,80,1,1,1,3,1,0,0,0,77.3,0.0333333333333333,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1596,479,479,24,1287,7,3,1,647,1,0,55,3,1,3,2886,14168,1,Y,16,3,4,80,1,6,4,3,6,3,1,2,115.44,0.24,0.8571428571428571,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1283,1333,1333,46,1254,10,3,1,1869,3,0,64,3,3,2,7314,14011,5,Y,21,4,3,80,3,14,2,3,8,7,0,7,155.61702127659575,0.2978723404255319,0.5333333333333333,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1400,1379,1379,27,1337,22,3,1,1944,1,0,58,2,1,2,2863,19555,1,Y,12,3,1,80,0,1,2,3,1,0,0,0,102.25,0.0357142857142857,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
945,666,666,22,617,3,1,1,926,2,0,34,3,2,3,4171,10022,0,Y,19,3,1,80,1,4,3,4,3,2,0,2,181.34782608695653,0.1739130434782608,0.6,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1763,1016,1016,31,202,8,3,1,1433,1,0,34,2,1,2,1261,22262,1,Y,12,3,3,80,0,1,3,4,1,0,0,0,39.40625,0.03125,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1626,842,842,28,1485,12,1,1,1175,3,0,79,3,1,4,2515,22955,1,Y,11,3,4,80,0,1,4,2,1,1,0,0,86.72413793103448,0.0344827586206896,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1922,288,288,26,1449,16,4,1,394,1,1,45,3,1,2,2373,14180,2,Y,13,3,4,80,1,5,2,3,3,2,0,2,87.88888888888889,0.1851851851851851,0.5,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1536,192,192,35,556,23,2,1,261,2,1,50,2,2,3,5916,15497,3,Y,13,3,1,80,0,8,1,3,1,0,0,1,164.33333333333334,0.2222222222222222,0.1111111111111111,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1766,725,725,35,622,14,4,1,1010,3,1,39,2,1,2,3743,10074,1,Y,24,4,4,80,1,5,2,1,4,2,0,2,103.97222222222224,0.1388888888888889,0.6666666666666666,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1474,568,568,55,725,2,3,1,787,4,1,78,3,5,1,19859,21199,5,Y,13,3,4,80,1,24,2,3,5,2,1,4,354.625,0.4285714285714285,0.2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
903,480,480,30,448,12,4,1,648,2,1,74,2,1,1,2033,14470,1,Y,18,3,3,80,1,1,2,4,1,0,0,0,65.58064516129032,0.032258064516129,0.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
891,842,842,28,1485,12,1,1,1175,3,0,79,3,1,4,2515,22955,1,Y,11,3,4,80,0,1,4,2,1,1,0,0,86.72413793103448,0.0344827586206896,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1697,327,327,39,1162,3,2,1,445,4,0,41,3,2,3,5238,17778,4,Y,18,3,1,80,0,12,3,2,1,0,0,0,130.95,0.3,0.0769230769230769,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1903,913,913,45,1449,2,3,1,1277,1,0,94,1,5,2,18824,2493,2,Y,16,3,1,80,0,26,2,3,24,10,1,11,409.2173913043478,0.5652173913043478,0.8888888888888888,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1878,568,568,55,725,2,3,1,787,4,1,78,3,5,1,19859,21199,5,Y,13,3,4,80,1,24,2,3,5,2,1,4,354.625,0.4285714285714285,0.2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1645,513,513,20,1362,10,1,1,701,4,1,32,3,1,3,1009,26999,1,Y,11,3,4,80,0,1,5,3,1,0,1,1,48.04761904761905,0.0476190476190476,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1334,214,214,30,1005,3,3,1,297,4,0,88,3,1,1,2657,8556,5,Y,11,3,3,80,0,8,5,3,5,2,0,4,85.70967741935483,0.2580645161290322,0.5555555555555556,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1449,327,327,39,1162,3,2,1,445,4,0,41,3,2,3,5238,17778,4,Y,18,3,1,80,0,12,3,2,1,0,0,0,130.95,0.3,0.0769230769230769,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1311,1085,1085,31,561,3,3,1,1537,4,0,33,3,1,3,4084,4156,1,Y,12,3,1,80,0,7,2,1,7,2,7,7,127.625,0.21875,0.875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1147,725,725,35,622,14,4,1,1010,3,1,39,2,1,2,3743,10074,1,Y,24,4,4,80,1,5,2,1,4,2,0,2,103.97222222222224,0.1388888888888889,0.6666666666666666,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
769,831,831,31,874,15,3,1,1160,3,1,72,3,1,3,2610,6233,1,Y,12,3,3,80,1,2,5,2,2,2,2,2,81.5625,0.0625,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1912,1298,1298,46,261,21,2,1,1821,4,0,66,3,2,2,8926,10842,4,Y,22,4,4,80,1,13,2,4,9,7,3,7,189.91489361702128,0.2765957446808511,0.6428571428571429,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1594,171,171,19,602,1,1,1,235,3,0,100,1,1,1,2325,20989,0,Y,21,4,1,80,0,1,5,4,0,0,0,0,116.25,0.05,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
872,1452,1452,50,878,1,4,1,2044,2,1,94,3,2,3,6728,14255,7,Y,12,3,4,80,2,12,3,3,6,3,0,1,131.92156862745097,0.2352941176470588,0.4615384615384615,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1930,463,463,26,471,24,3,1,622,3,1,66,1,1,4,2340,23213,1,Y,18,3,2,80,0,1,3,1,1,0,0,0,86.66666666666667,0.037037037037037,0.5,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1183,1281,1281,35,303,27,3,1,1797,3,1,84,3,2,4,5813,13492,1,Y,18,3,4,80,0,10,2,3,10,7,7,7,161.47222222222223,0.2777777777777778,0.9090909090909092,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1595,171,171,19,602,1,1,1,235,3,0,100,1,1,1,2325,20989,0,Y,21,4,1,80,0,1,5,4,0,0,0,0,116.25,0.05,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1265,336,336,29,318,8,4,1,454,2,1,77,1,1,1,2119,4759,1,Y,11,3,4,80,0,7,4,2,7,7,0,7,70.63333333333334,0.2333333333333333,0.875,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1279,1444,1444,56,310,7,2,1,2032,4,1,72,3,1,3,2339,3666,8,Y,11,3,4,80,1,14,4,1,10,9,9,8,41.03508771929825,0.2456140350877192,0.6666666666666666,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1386,469,469,32,1474,11,4,1,631,4,1,60,4,2,3,4707,23914,8,Y,12,3,4,80,0,6,2,3,4,2,1,2,142.63636363636363,0.1818181818181818,0.5714285714285714,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
759,695,695,37,625,1,4,1,970,1,1,46,2,3,3,10609,14922,5,Y,11,3,3,80,0,17,2,1,14,1,11,7,279.1842105263158,0.4473684210526316,0.7777777777777778,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1135,1461,1461,50,410,28,3,1,2055,4,1,39,2,3,1,10854,16586,4,Y,13,3,2,80,1,20,3,3,3,2,2,0,212.8235294117647,0.392156862745098,0.1428571428571428,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1188,363,363,33,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,83.8529411764706,0.0294117647058823,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1424,997,997,27,135,17,4,1,1405,4,0,51,3,1,3,2394,25681,1,Y,13,3,4,80,0,8,2,3,8,2,7,7,85.5,0.2857142857142857,0.8888888888888888,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1232,336,336,29,318,8,4,1,454,2,1,77,1,1,1,2119,4759,1,Y,11,3,4,80,0,7,4,2,7,7,0,7,70.63333333333334,0.2333333333333333,0.875,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1401,1461,1461,50,410,28,3,1,2055,4,1,39,2,3,1,10854,16586,4,Y,13,3,2,80,1,20,3,3,3,2,2,0,212.8235294117647,0.392156862745098,0.1428571428571428,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1751,102,102,20,871,6,3,1,137,4,0,66,2,1,4,2926,19783,1,Y,18,3,2,80,0,1,5,3,1,0,1,0,139.33333333333334,0.0476190476190476,0.5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1740,1153,1153,18,544,3,2,1,1624,2,0,70,3,1,4,1569,18420,1,Y,12,3,3,80,0,0,2,4,0,0,0,0,82.57894736842105,0.0,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1743,1246,1246,30,600,8,3,1,1747,3,0,66,2,1,4,2180,9732,6,Y,11,3,3,80,1,6,0,2,4,2,1,2,70.3225806451613,0.1935483870967742,0.5714285714285714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1860,1298,1298,46,261,21,2,1,1821,4,0,66,3,2,2,8926,10842,4,Y,22,4,4,80,1,13,2,4,9,7,3,7,189.91489361702128,0.2765957446808511,0.6428571428571429,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
785,585,585,23,1243,6,3,1,811,3,1,63,4,1,1,1601,3445,1,Y,21,4,3,80,2,1,2,3,0,0,0,0,66.70833333333333,0.0416666666666666,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1623,831,831,31,874,15,3,1,1160,3,1,72,3,1,3,2610,6233,1,Y,12,3,3,80,1,2,5,2,2,2,2,2,81.5625,0.0625,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1388,585,585,23,1243,6,3,1,811,3,1,63,4,1,1,1601,3445,1,Y,21,4,3,80,2,1,2,3,0,0,0,0,66.70833333333333,0.0416666666666666,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1759,749,749,52,266,2,1,1,1038,1,0,57,1,5,4,19845,25846,1,Y,15,3,4,80,1,33,3,3,32,14,6,9,374.4339622641509,0.6226415094339622,0.9411764705882352,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1745,250,250,37,504,10,3,1,342,1,1,61,3,3,3,10048,22573,6,Y,11,3,2,80,2,17,5,3,1,0,0,0,264.42105263157896,0.4473684210526316,0.0555555555555555,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1885,363,363,33,350,5,3,1,485,4,0,34,3,1,3,2851,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,83.8529411764706,0.0294117647058823,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1205,1273,1273,22,1294,8,1,1,1783,3,0,79,3,1,1,2398,15999,1,Y,17,3,3,80,0,1,6,3,1,0,0,0,104.2608695652174,0.0434782608695652,0.5,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1627,271,271,47,666,29,4,1,376,1,1,88,3,3,2,11849,10268,1,Y,12,3,4,80,1,10,2,2,10,7,9,9,246.85416666666663,0.2083333333333333,0.9090909090909092,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1887,1162,1162,35,737,10,3,1,1639,4,1,55,2,3,1,10306,21530,9,Y,17,3,3,80,0,15,3,3,13,12,6,0,286.27777777777777,0.4166666666666667,0.8125,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1727,656,656,32,374,25,4,1,911,1,1,87,3,1,4,2795,18016,1,Y,24,4,3,80,0,1,2,1,1,0,0,1,84.6969696969697,0.0303030303030303,0.5,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1779,1057,1057,29,115,13,3,1,1487,1,0,51,3,2,2,5765,17485,5,Y,11,3,1,80,0,7,4,1,5,3,0,0,192.16666666666663,0.2333333333333333,0.625,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
